,lang,family,dialects,iso3code,goglottocodettolog,speakers,regions,off_lang,rec_min_lang,url
90,Par%C3%A1_Ar%C3%A1ra_language,"['Austroasiatic', 'Vietic', 'Chut', '\xa0?', 'Arem']",,aem,arem1240,20 (2015)[1],,,,https://en.wikipedia.org/wiki/Arem_language
91,Par%C3%A1_Ar%C3%A1ra_language,['Language isolate'],,aen,arme1259,,,,,https://en.wikipedia.org/wiki/Armenian_Sign_Language
92,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Indo-Iranian', 'Indo-Aryan', 'Western Indo-Aryan', 'Gujarati', 'Aer']","['Jikrio Goth', 'Jamesabad']",aeq,aerr1238,(100 cited 1998)[1],"Sindh, Pakistan",,,https://en.wikipedia.org/wiki/Aer_language
93,Par%C3%A1_Ar%C3%A1ra_language,"['Coast Oregon Penutian', '?\n', 'Alsea']","['Alsea', 'Yaquina']",aes,alse1251,,Oregon,,,https://en.wikipedia.org/wiki/Alsea_language
94,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Tibeto-Burman', 'Lolo–Burmese', 'Loloish', 'Southern Loloish', 'Akeu']",,aeu,akeu1235title  Akeu,"(12,000 cited 1996–2006)[1]",,,,https://en.wikipedia.org/wiki/Akeu_language
95,Par%C3%A1_Ar%C3%A1ra_language,"['Ramu–Keram', 'Keram', 'East Keram', '[2]', 'Aion']",,aew,amba1269,770 (2003)[1],East Sepik Province,,,https://en.wikipedia.org/wiki/Ambakich_language
96,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'Madang', 'Croisilles', ' ', 'linkage', 'Mabuso', '?', 'Gum', 'Amele']",,aey,amel1241,"(5,300 cited 1987)[1]",Madang Province,,,https://en.wikipedia.org/wiki/Amele_language
97,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Semitic', 'West Semitic', 'Central Semitic', 'Arabic', 'Peninsular', 'Gulf Arabic']","['Bahraini', 'Emirati', 'Kuwaiti']",afb,gulf1241,11 million (2018–2021)[1],,,,https://en.wikipedia.org/wiki/Gulf_Arabic
98,Par%C3%A1_Ar%C3%A1ra_language,"['Madang', ' – Upper Yuat\n', 'Upper Yuat', 'Arafundi', 'Andai']",,afd,anda1283title  Andaititlemeak1234title  Meakambut,440 (2017)[1],East Sepik Province,,,https://en.wikipedia.org/wiki/Andai_language
99,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', '?', 'Bendi', 'Putukwam']","['Afrike', 'Obe']",afe,putu1241,"70,000 (2012)[1]","Obudu LGA, Cross River State",,,https://en.wikipedia.org/wiki/Putukwam_language
100,Par%C3%A1_Ar%C3%A1ra_language,['Language isolate'],,afg,afgh1239,"190,000 (2021)[1]",,,,https://en.wikipedia.org/wiki/Afghan_Sign_Language
101,Par%C3%A1_Ar%C3%A1ra_language,"['Ramu', '\nRamu proper', 'Tamolan–Ataitan', 'Tamolan', 'Akrukay']",,afi,akru1241,75 (2013)[1],Madang Province,,,https://en.wikipedia.org/wiki/Akrukay_language
102,Par%C3%A1_Ar%C3%A1ra_language,"['Madang', ' – Upper Yuat\n', 'Upper Yuat', 'Arafundi', 'Nanubae']",,afk,nanu1240,"1,300 (2005)[1]",East Sepik Province,,,https://en.wikipedia.org/wiki/Nanubae_language
103,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Ijoid', '?', 'Defaka']",,afn,defa1248,200 (2001)[1],"Rivers State, Opobo–Nkoro",,,https://en.wikipedia.org/wiki/Defaka_language
104,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Plateau', 'Eloyi']",,afo,eloy1241,"100,000 (2021)[1]","Benue State, Nassarawa State",,,https://en.wikipedia.org/wiki/Eloyi_language
105,Par%C3%A1_Ar%C3%A1ra_language,"['Madang', ' – Upper Yuat\n', 'Upper Yuat', 'Arafundi', 'Tapei']",,afp,tape1242,250 (2017)[1],East Sepik Province,,,https://en.wikipedia.org/wiki/Tapei_language
106,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Germanic', 'West Germanic', 'Weser–Rhine Germanic', 'Low Franconian', 'Dutch', 'African Dutch', 'Afrikaans']",,afr,afri1274,7.2 million (2016)10.3 million L2 speakers in South Africa (2011)[1],, South Africa, Namibia,https://en.wikipedia.org/wiki/Afrikaans
107,Par%C3%A1_Ar%C3%A1ra_language,"['English Creole', '\nAtlantic', 'Eastern', 'Northern', 'Gullah', 'Afro-Seminole Creole']",,afs,afro1254,(200 in Mexico cited 1990)[1],,,,https://en.wikipedia.org/wiki/Afro-Seminole_Creole
108,Par%C3%A1_Ar%C3%A1ra_language,"['Nilo-Saharan', '?\n', 'Eastern Sudanic', '[2]', 'Northern Eastern', 'Nyima', 'Afitti']",,aft,afit1238,"4,000 (2009)[1]",North Kordofan,,,https://en.wikipedia.org/wiki/Afitti_language
109,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kwa', 'Potou–Tano', 'Tano', 'Guang', 'South Guang', 'Awutu']",,afu,awut1241,"180,000 (2003)[1]",,,,https://en.wikipedia.org/wiki/Efutu_language
110,Par%C3%A1_Ar%C3%A1ra_language,"['Lakes Plain', '\nCentral', 'Obokuitai–Eritai', 'Obokuitai']",,afz,obok1239,120 (2000)[1],"Obogwi village in East Central Mambermano District, Mamberamo Raya Regency, Papua",,,https://en.wikipedia.org/wiki/Obokuitai_language
111,Par%C3%A1_Ar%C3%A1ra_language,['unclassified'],,aga,agua1251,,,,,https://en.wikipedia.org/wiki/Aguano_language
112,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Cross River', 'Upper Cross', 'Central', 'East–West', 'Mbembe–Legbo', 'Gbo']",,agb,legb1242,"(60,000 cited 1989)[1]","Cross River State, Ebonyi State",,,https://en.wikipedia.org/wiki/Gbo_language
113,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta–Niger', 'noi', 'Idomoid', 'Etulo–Idoma', 'Idoma', 'Agatu']",,agc,agat1236,"(70,000 cited 1987)[1]","Benue State, Nassarawa State",,,https://en.wikipedia.org/wiki/Agatu_language
114,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'Kainantu–Goroka', 'Kainantu', 'Gauwa', 'Agarabi']",,agd,agar1252,"27,000 (2000 census)[1]",Eastern Highlands Province,,,https://en.wikipedia.org/wiki/Agarabi_language
115,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Central–Eastern Malayo-Polynesian', 'Kei–Tanimbar', 'Bedoanas–Erokwanas', 'Arguni']",,agf,argu1237,150 (2000)[1],"Arguni Island, north coast Bomberai Peninsula",,,https://en.wikipedia.org/wiki/Arguni_language
116,Par%C3%A1_Ar%C3%A1ra_language,"['Senagi', 'Angor']",,agg,ango1254,"1,500 (2004)[1]","Papua New Guinea: Sandaun Province, Amanab Rural LLG, 11 villages",,,https://en.wikipedia.org/wiki/Angor_language
117,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Bantoid', 'Bantu', ' (', 'Zone C.40', ')', 'Boan', 'Bomokandian', 'Bwa', 'Ngelima']","['Beo', 'Buru (Boro)', 'Tungu', 'Hanga']",agh,ngel1238,"14,000 (2000)[1]",,,,https://en.wikipedia.org/wiki/Ngelima_language
118,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', '\nIndo-Iranian', 'Indo Aryan', 'Eastern', 'Odia', 'Agariya']",,agi,agar1251,"72,000 (2007)[1]",,,,https://en.wikipedia.org/wiki/Agariya_language
119,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Semitic', 'West Semitic', 'South Semitic', 'Ethiopic', 'South', 'Transversal South', 'Amharic–Argobba', 'Argobba']",,agj,argo1244,"44,000 (2007 census)[1]",,,,https://en.wikipedia.org/wiki/Argobba_language
120,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Central Philippine', 'Bikol languages', 'Coastal Bikol', 'Inagta Partido']",,agk,isar1235,"~12 (2018) or 1,000 (1984)<refname=e18/>",,,,https://en.wikipedia.org/wiki/Inagta_Partido_language
121,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'East Strickland', 'Upper East Strickland', 'Fembe']",,agl,femb1238,(350 cited 1986)[1],,,,https://en.wikipedia.org/wiki/Fembe_language
122,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'Angan', 'Angaatiha']",,agm,anga1290,"2,500 (2015)[1]",Morobe Province,,,https://en.wikipedia.org/wiki/Angaataha_language
123,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Kalamian', 'Agutaynen']",,agn,agut1237,"19,608[1] (2010)[2]",Mimaropa,,,https://en.wikipedia.org/wiki/Agutaynen_language
124,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'Angan', 'Southwest', 'Akoye–Tainae', 'Tainae']",,ago,tain1253,"(1,000 cited 1991)[1]",Gulf Province,,,https://en.wikipedia.org/wiki/Tainae_language
125,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Southern Bantoid', 'Grassfields', 'Ring', 'West', 'Aghem']",,agq,aghe1239,"27,000 (2000)[1]",Menchum,,,https://en.wikipedia.org/wiki/Aghem_language
126,Par%C3%A1_Ar%C3%A1ra_language,"['Chicham', 'Aguaruna']","['Marañón Aguaruna', 'Nieva Aguaruna']",agr,agua1253,"53,400 (2007)[1]","Northern Peru, upper Marañón River",,,https://en.wikipedia.org/wiki/Aguaruna_language
127,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Benue–Congo', 'Bantoid', 'Southern Bantoid', 'Tivoid', 'Esimbi']",,ags,esim1238,"34,800 (2005)[1]",Southwestern Cameroon,,,https://en.wikipedia.org/wiki/Esimbi_language
128,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Northern Luzon', 'Cagayan Valley', 'Gaddangic', 'Central Cagayan Agta']",,agt,cent2084,780 (2000)[1],Luzon,,,https://en.wikipedia.org/wiki/Central_Cagayan_Agta_language
129,Par%C3%A1_Ar%C3%A1ra_language,"['Mayan', '\nQuichean–Mamean', 'Greater Mamean', 'Ixilan', 'Awakatek']",,agu,agua1252,"10,100 in Guatemala (2019 census)[1]20 in Mexico (2020 census)[2]",Huehuetenango,," Guatemala
 Mexico",https://en.wikipedia.org/wiki/Awakatek_language
130,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Central Luzon', 'Remontado Dumagat']",,agv,remo1247,"2,500 (2000)[2]","Tanay, Montalban, and Antipolo in Rizal, and General Nakar, Quezon",,,https://en.wikipedia.org/wiki/Remontado_Agta_language
131,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southeast Solomonic', 'Malaita – San Cristobal', 'San Cristobal', 'Kahua']",,agw,kahu1241,"(5,200 cited 1999)[1]",Solomon Islands,,,https://en.wikipedia.org/wiki/Kahua_language
132,Par%C3%A1_Ar%C3%A1ra_language,"['Northeast Caucasian', 'Lezgic', 'Samur', 'Eastern Samur', 'Lezgi', '–Aghul–', 'Tabasaran', 'Aghul']",,agx,aghu1260title  Aghulictitleaghu1253,"29,300 (2010 census)[1]",Southeastern Dagestan, Russia Dagestan,,https://en.wikipedia.org/wiki/Aghul_language
133,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Northern Luzon', 'Meso-Cordilleran', 'Alta', 'Southern Alta']",,agy,sout2905,"(1,000 cited 1982)[1]",Luzon,,,https://en.wikipedia.org/wiki/Southern_Alta_language
134,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Philippine', 'Central Philippine', 'Bikol languages', 'Inland Bikol', 'Inagta Rinconada']",,agz,mtir1235,"(1,500 cited 1979)[1]",Luzon,,,https://en.wikipedia.org/wiki/Mount_Iriga_Agta_language
135,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kwa', 'Potou–Tano', 'Tano', 'Central Tano (Akan)', 'Bia', 'South', 'Fanti']",,aha,ahan1243,"180,000 (2013)[1]",Ghana,,,https://en.wikipedia.org/wiki/Ahanta_language
136,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'North-Central Vanuatu', 'Central Vanuatu', 'Malakula', 'Malakula Coastal', 'Ahamb']",,ahb,axam1237,950 (2017)[1],South Malekula,,,https://en.wikipedia.org/wiki/Axamb_language
137,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Cushitic', 'Agaw', 'Northern', 'Qimant']","['Qwara', 'Kayla']",ahg,qima1242,"(1,700 cited 1994 census)[1]",Amhara Region,,,https://en.wikipedia.org/wiki/Qimant_language
138,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'Greater Awyu', 'Awyu–Dumut', 'Awyu', 'Aghu']","['Aghu', 'Nohon']",Either:titleahhtitle – Aghutitleawutitle – Central Awyu,mapp1234,"(<14,000 cited 1987–2002)[1]","South Papua, Indonesia",,,https://en.wikipedia.org/wiki/Aghu_language
139,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kru', 'Tiagba']",,ahi,tiag1235,"(9,000 cited 1999)[1]",,,,https://en.wikipedia.org/wiki/Tiagba_language
140,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Tibeto-Burman', 'Lolo–Burmese', 'Loloish', 'Southern', 'Hanoid', 'Akha']","['Akha (Thailand Akha)', 'Hani Akha (Chinese Akha) Xishuangbanna Hani (Vietnamese Akha)', 'Lao Sung (Laotian Akha)', 'Kaw (Burmese Akha)']",ahk,akha1245,"620,000 (2007–2015)[1]",,,,https://en.wikipedia.org/wiki/Akha_language
141,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kwa', 'Ka-Togo', 'Kposo–Ahlo', 'Ahlon']",,ahl,igoo1238,"7,600 (2012)[1]",Sassanou,,,https://en.wikipedia.org/wiki/Ahlon_language
142,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kru', 'Aizi', 'Mobu']",,ahm,mobu1235,"(2,000 cited 1999)[1]",,,,https://en.wikipedia.org/wiki/Mobu_language
143,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta–Niger', 'Ayere–Ahan', 'Aahan']",,ahn,ahan1244,300 (2000)[1],Ondo State,,,https://en.wikipedia.org/wiki/Ahan_language
144,Par%C3%A1_Ar%C3%A1ra_language,"['Kra–Dai', 'Tai', 'Southwestern', ' (Thai)', 'Northwestern', 'Ahom']",,aho,ahom1240,,Assam,,,https://en.wikipedia.org/wiki/Ahom_language
145,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Kwa', 'Apro']",,ahp,apro1235,"(6,500 cited 1999)[1]",,,,https://en.wikipedia.org/wiki/Apro_language
146,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Plateau', 'Central', '\xa0?', 'Koroic', 'Koro Wachi']",,Either:titleahstitle – Ashetitlebqvtitle – Begbere-Ejar,ashe1269title  Ashetitlebegb1241title  Begbere-Ejar,"150,000 (2006–2012)[1]",Kaduna State,,,https://en.wikipedia.org/wiki/Koro_Wachi_language
147,Par%C3%A1_Ar%C3%A1ra_language,"['Dené–Yeniseian', '?\n', 'Na-Dené', 'Athabaskan', 'Northern Athabaskan', 'Ahtna']",,aht,ahte1237,15 (2020)[1]30 (2011)[2],Alaska (Copper River region), Alaska[3],,https://en.wikipedia.org/wiki/Ahtna_language
148,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southeast Solomonic', 'Arosi']",,aia,aros1241,"(6,750 cited 1999)[1]","Makira, Solomon Islands",,,https://en.wikipedia.org/wiki/Arosi_language
149,Par%C3%A1_Ar%C3%A1ra_language,"['Turkic', 'Common Turkic', 'Karluk', '[2]', 'Äynu']",,aib,ainu1251,"12,000 (2017)[1]",Xinjiang,,,https://en.wikipedia.org/wiki/%C3%84ynu_language
150,Par%C3%A1_Ar%C3%A1ra_language,"['Border', '\nBewani Range', 'Poal River', 'Ainbai']",,aic,ainb1238,100 (2003)[1],Sandaun Province,,,https://en.wikipedia.org/wiki/Ainbai_language
151,Par%C3%A1_Ar%C3%A1ra_language,"['Pama–Nyungan', 'Paman', 'North Cape York', 'Northern', 'Anguthimri', 'Alngith']",,aid,alng1239,,"Cape York Peninsula, Queensland",,,https://en.wikipedia.org/wiki/Alngith_dialect
152,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'North New Guinea', 'Ngero–Vitiaz', 'Vitiaz', 'Amara']",,aie,amar1272,230 (2011)[1],parts of West New Britain Province,,,https://en.wikipedia.org/wiki/Amara_language
153,Par%C3%A1_Ar%C3%A1ra_language,"['Torricelli', 'Palei', 'Agi']",,aif,agii1245,960 (2003)[1],Sandaun Province,,,https://en.wikipedia.org/wiki/Agi_language
154,Par%C3%A1_Ar%C3%A1ra_language,"['English Creole', '\nAtlantic', 'Eastern', 'Southern', 'Northern Antilles', 'Antiguan and Barbudan']","['Saint Kitts Creole', 'Montserrat Creole', 'Anguillan Creole', 'Kokoy Creole']",aig,anti1245,"150,000 (2001–2011)[1]",,,,https://en.wikipedia.org/wiki/Leeward_Caribbean_Creole_English
155,Par%C3%A1_Ar%C3%A1ra_language,"['Kra–Dai', 'Kam–Sui', 'Ai-Cham']",,aih,aich1238,"2,700 (2000)[1]","Qiannan Prefecture, Guizhou Province",,,https://en.wikipedia.org/wiki/Ai-Cham_language
156,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Semitic', 'Central Semitic', 'Northwest Semitic', 'Aramaic', 'Eastern', 'Northeastern', 'Suret']","['Christian Urmi Neo-Aramaic', ', including Urban Koine; ', 'Nōčiyay', '; Hakkari groups (', 'Barwari', ', ', 'Jilu', ', ', 'Tyari', '); Southern (', 'Arbela', ', ', 'Nineveh', '); others']",syrtitle – inclusive codetitleIndividual codes:titleaiititle – Assyrian Neo-Aramaictitlecldtitle – Chaldean Neo-Aramaic,assy1241title  Assyrian Neo-Aramaictitlechal1275title  Chaldean Neo-Aramaic,"800,000 (2020)[2]","Assyrian heartland (northwestern Iran, northern Iraq, northern Syria, southern Turkey), Lebanon, Armenia,[1] global diaspora",, Iraq (Recognized language and a constitutional right to educate in the mother tongue)[3][4],https://en.wikipedia.org/wiki/Suret_language
157,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Semitic', 'Central Semitic', 'Northwest Semitic', 'Aramaic', 'Eastern Aramaic', 'Northeastern', 'Inter-Zab Jewish Neo-Aramaic']",,aij,lish1245,"3,500 (2018)[1]","Jerusalem, originally from eastern and northern Iraq and Southeastern Turkey.",,,https://en.wikipedia.org/wiki/Inter-Zab_Jewish_Neo-Aramaic
158,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Benue–Congo', 'Plateau', 'South', 'Eggonic', 'Ake']",,aik,akee1238,"(3,000 cited 1999)[1]",Nassarawa State,,,https://en.wikipedia.org/wiki/Ake_language
159,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'Bosavi', 'Aimele']",,ail,aime1238,140 (2000)[1],Papua New Guinea,,,https://en.wikipedia.org/wiki/Aimele_language
160,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Tibeto-Burman', 'Kuki-Chin-Mizo', 'Kuki-Chin', 'Aimol']",['Aimol'],aim,aimo1244,"6,000 (2001 census)[1]","Manipur, Assam",,,https://en.wikipedia.org/wiki/Aimol_language
161,Par%C3%A1_Ar%C3%A1ra_language,"['Ainu', 'Hokkaido Ainu']",,ain,ainu1240,5+ (2008)[2],Hokkaido,,,https://en.wikipedia.org/wiki/Ainu_language
162,Par%C3%A1_Ar%C3%A1ra_language,"['Kra–Dai', 'Tai', 'Southwestern', 'Northwestern', 'Aiton']",,aio,aito1238,"1,500 (2006)[1]",Assam," India
Assam
",,https://en.wikipedia.org/wiki/Aiton_language
163,Par%C3%A1_Ar%C3%A1ra_language,"['Trans–New Guinea', 'Central & South New Guinea', '\xa0?', 'Ok', 'Western', 'Burumakok']",,aip,buru1307,(40 cited 1994)[1],Papua,,,https://en.wikipedia.org/wiki/Burumakok_language
164,Par%C3%A1_Ar%C3%A1ra_language,"['Indo-European', 'Indo-Iranian', 'Iranian', 'Western Iranian', 'Southwestern Iranian', 'Persian', 'Aimaq dialect']",,aiq,aima1241,1.9 million (2017–2019)[1],,,,https://en.wikipedia.org/wiki/Aimaq_dialect
165,Par%C3%A1_Ar%C3%A1ra_language,"['Foja Range', 'Kwerbic', 'Apauwar Coast', 'Airoran']",,air,airo1242,"(1,000 cited 1998)[1]",Papua,,,https://en.wikipedia.org/wiki/Airoran_language
166,Par%C3%A1_Ar%C3%A1ra_language,"['Tupian', 'Arikem', 'Arikem']",,ait,arik1264,,Brazil,,,https://en.wikipedia.org/wiki/Arikem_language
167,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Omotic', 'South', 'Aari']",,aiw,aari1239,"290,000 (2007)[1]",north central Omo Region,,,https://en.wikipedia.org/wiki/Aari_language
168,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Western Oceanic', 'North New Guinea', 'Ngero–Vitiaz', 'Southwest New Britain', 'Arawe–Pasismanua', 'Pasismanua', 'Aigon']","['Aighon', 'Psohoh (Apsokok)', 'Bao (Do)']",aix,aigh1235,2000 (2003)[1],"parts of West New Britain Province, Papua New Guinea",,,https://en.wikipedia.org/wiki/Aigon_language
169,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Savannas', 'Gbaya', 'Eastern', 'Gbanu–Ngbaka', 'Manza', 'Ali']",,Either:titleaiytitle – Alititlenggtitle – Ngbaka Manza,ngba1286,"(65,000 cited 1996)[1]",,,,https://en.wikipedia.org/wiki/Ali_language
170,Par%C3%A1_Ar%C3%A1ra_language,"['Nilo-Saharan', '?\n', 'Central Sudanic', '?', 'Birri', '–Kresh', 'Kresh', 'Aja']",,aja,ajas1235,(200 cited 1993)[1],,,,https://en.wikipedia.org/wiki/Aja_language_(Nilo-Saharan)
171,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta-Congo', 'Kwa', 'Gbe', 'Aja']","['Dogbo', 'Hwe', 'Tado', 'Sikpi', 'Tala']",ajg,ajab1235,1.28 million (2012–2021)[1],,, Benin,https://en.wikipedia.org/wiki/Adja_language
172,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Oceanic', 'Southern Oceanic', 'New Caledonian – Loyalties', 'New Caledonian', 'Southern', 'South Southern', 'Wailic', 'Ajië']",,aji,ajie1238,"5,400 (2009 census)[1]","Houailou, New Caledonia",,,https://en.wikipedia.org/wiki/Aji%C3%AB_language
173,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Semitic', 'Central Semitic', 'South Central Semitic', 'Arabic', 'Maghrebi Arabic', 'Pre-Hilalian Arabic', 'Judeo-Tunisian Arabic']",,ajttitle  (retired); subsumed in titleaebtitle (Tunisian Arabic),jude1263,"11,000 (2011–2018)[5]",,,,https://en.wikipedia.org/wiki/Judeo-Tunisian_Arabic
174,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Semitic', 'West Semitic', 'Central Semitic', 'Arabic', 'Maghrebi Arabic', 'Pre-Hilalian Arabic', 'Moroccan Arabic', 'Judeo-Moroccan Arabic']",,aju,jude1265,"66,000 (2000–2018)[1]",,,,https://en.wikipedia.org/wiki/Judeo-Moroccan_Arabic
175,Par%C3%A1_Ar%C3%A1ra_language,"['Afro-Asiatic', 'Chadic', 'West Chadic', 'Bade–Warji', 'Warji', ' (B.2)', 'Ajawa']",,ajw,ajaw1236,,Bauchi State,,,https://en.wikipedia.org/wiki/Ajawa_language
176,Par%C3%A1_Ar%C3%A1ra_language,"['Sino-Tibetan', 'Kuki-Chin-Naga', '\xa0?', 'Mikir', 'Amri']",,ajz,amri1238,"130,000 (2003)[1]","Assam major in the district Kamrup , Meghalaya in the district Ri-Bhoi",,,https://en.wikipedia.org/wiki/Amri_language
177,Par%C3%A1_Ar%C3%A1ra_language,"['Niger–Congo', '?\n', 'Atlantic–Congo', 'Volta–Congo', 'Kwa', 'Potou–Tano', 'Tano', 'Central Tano', 'Akan']","['Twi', 'Ahafo', 'Akuapem', 'Wasa', 'Fante', 'Agona', 'Anomabo', 'Abura', 'Gomoa', 'Akyem Bosome', 'Asen', 'Denkyira', 'Kwawu', 'Asante', 'Fante']",aka,akan1251title  Akanictitleakan1250,L1: 8.9 million (2013)[1]L2: 1 million (no date)[1],,None.— Government-sponsored language of Ghana,,https://en.wikipedia.org/wiki/Akan_language
178,Par%C3%A1_Ar%C3%A1ra_language,"['Austronesian', 'Malayo-Polynesian', 'Northwest Sumatra–Barrier Islands', 'Batak', 'Southern', 'Angkola']",,akb,bata1290,"500,000 (2010)[1]",Sumatra (northern),,,https://en.wikipedia.org/wiki/Angkola_language
