lang,goglottocodettolog,url_x,Unnamed: 0,glottocode,url_y,family,dialects,iso3code,speakers,regions,off_lang,rec_min_lang
Atta,,,9.0,atta1244,https://en.wikipedia.org/wiki/Atta_language,"Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Cagayan Valley, Ibanagic, Atta","Austronesian, Malayo-Polynesian, Philippine, Northern Luzon, Cagayan Valley, Ibanagic, Atta",Variously:titleazttitle – Faire Attatitleatttitle – Pamplona Attatitleatptitle – Pudtol Attatitledygtitle – Villa Viciosa Agtatitle†title (?),Uknown,Luzon,Unknown,Unknown
Auregnais,,,1563.0,,https://en.wikipedia.org/wiki/Auregnais,"Indo-European, Italic, Latino-Faliscan, Latin, Romance, Italo-Western, Western Romance, Gallo-Iberian, , Gallo-Romance, Gallo-Rhaetian, , Arpitan, –, Oïl, Oïl, Norman, Anglo-Norman, , Auregnais","Indo-European, Italic, Latino-Faliscan, Latin, Romance, Italo-Western, Western Romance, Gallo-Iberian, , Gallo-Romance, Gallo-Rhaetian, , Arpitan, –, Oïl, Oïl, Norman, Anglo-Norman, , Auregnais",–,Uknown,,Unknown,Unknown
Aurá,,,1330.0,aura1243,https://en.wikipedia.org/wiki/Aur%C3%AA_language,"Tupian, Tupi–Guaraní, Xingu, Aurá","Tupian, Tupi–Guaraní, Xingu, Aurá",aux,Uknown,Maranhão,Unknown,Unknown
Aushiri,,,554.0,aush1242,https://en.wikipedia.org/wiki/Vacacocha_language,"Zaparoan, Aushiri","Zaparoan, Aushiri",avs,Uknown,,Unknown,Unknown
Auye–Dao,,,1028.0,auye1239,https://en.wikipedia.org/wiki/Auye-Dao_language,"Trans–New Guinea, West Trans–New Guinea, Paniai Lakes, Auye–Dao","Trans–New Guinea, West Trans–New Guinea, Paniai Lakes, Auye–Dao",Either:titleauutitle – Auyetitledaztitle – Dao,Uknown,Papua,Unknown,Unknown
Avava,,,1401.0,katb1237,https://en.wikipedia.org/wiki/Nivat_language,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Avava","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Avava",tmb,700 ,Central Malekula,Unknown,Unknown
Avava,,,1493.0,katb1237,https://en.wikipedia.org/wiki/Umbrul_language,"Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Avava","Austronesian, Malayo-Polynesian, Oceanic, Southern Oceanic, North-Central Vanuatu, Central Vanuatu, Malakula, Malakula Interior, Avava",tmb,700 ,Central Malekula,Unknown,Unknown
Avá-Canoeiro,,,36.0,avac1239,https://en.wikipedia.org/wiki/Ava-Canoeiro_language,"Tupian, Tupi–Guarani, Group IV, Avá-Canoeiro","Tupian, Tupi–Guarani, Group IV, Avá-Canoeiro",avv,14 ,Goiás,Unknown,Unknown
Awajun_District,,,622.0,,https://en.wikipedia.org/wiki/Awajun_District,Uknown,Uknown,Not provided,Uknown,San Martín,Unknown,Unknown
Awakatek,,,1110.0,agua1252,https://en.wikipedia.org/wiki/Awakatek_language,"Mayan, Quichean–Mamean, Greater Mamean, Ixilan, Awakatek","Mayan, Quichean–Mamean, Greater Mamean, Ixilan, Awakatek",agu,"10,100 in Guatemala ",Huehuetenango,Unknown," Guatemala
 Mexico"
Awera,,,757.0,awer1241,https://en.wikipedia.org/wiki/Awera_language,"Lakes Plain, Wapoga, Awera","Lakes Plain, Wapoga, Awera",awr,70 ,"Awera village[1] in Wapoga District, Waropen Regency, Papua",Unknown,Unknown
Aweti,,,589.0,,https://en.wikipedia.org/wiki/Aweti,Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
Awjila,,,774.0,,https://en.wikipedia.org/wiki/Awjila,Uknown,Uknown,Not provided,Uknown,Cyrenaica,Unknown,Unknown
Awyi,,,289.0,awyi1241,https://en.wikipedia.org/wiki/Awyi_language,"Border, Upper Tami, Awyi","Border, Upper Tami, Awyi",auw,350 ,Papua,Unknown,Unknown
Ayacucho Quechua,,,97.0,ayac1238,https://en.wikipedia.org/wiki/Ayacucho_Quechua,"Quechuan, Quechua II, Southern Quechua, Ayacucho Quechua","Quechuan, Quechua II, Southern Quechua, Ayacucho Quechua",Either:titlequytitle – Ayacuchotitleqxutitle – Arequipa–La Unión,"918,200 ",,Unknown,Unknown
Ayapa Zoque,,,179.0,taba1264,https://en.wikipedia.org/wiki/Ayapa_Zoque,"Mixe-Zoquean, Zoquean, Gulf Zoquean, Ayapa Zoque","Mixe-Zoquean, Zoquean, Gulf Zoquean, Ayapa Zoque",zoq,70 ,"Jalpa de Méndez, Tabasco",Unknown,Unknown
Ayautla Mazatec,,,1102.0,ayau1235,https://en.wikipedia.org/wiki/Ayautla_Mazatec_language,"Oto-Manguean, Popolocan, Mazatecan, Highland, Western, Ayautla Mazatec","Oto-Manguean, Popolocan, Mazatecan, Highland, Western, Ayautla Mazatec",vmy,"3,700 ",Oaxaca,Unknown,Unknown
Ayoreo,,,1628.0,,https://en.wikipedia.org/wiki/Ayoreo,Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
Ayta_language,,,911.0,,https://en.wikipedia.org/wiki/Ayta_language,Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
Babuza,,,833.0,babu1240,https://en.wikipedia.org/wiki/Taokas_language,"Austronesian, Western Plains Formosan, Central, Babuza","Austronesian, Western Plains Formosan, Central, Babuza",bzgtitle  (with Favorlang),Uknown,,Unknown,Unknown
Babuza,,,1807.0,babu1240,https://en.wikipedia.org/wiki/Babuza_language,"Austronesian, Western Plains Formosan, Central, Babuza","Austronesian, Western Plains Formosan, Central, Babuza",bzgtitle  (with Favorlang),Uknown,,Unknown,Unknown
Bada,,,1565.0,bada1261,https://en.wikipedia.org/wiki/Tobada%27_language,"Austronesian, Malayo-Polynesian, Celebic, Kaili–Pamona, Southern, Badaic, Bada","Austronesian, Malayo-Polynesian, Celebic, Kaili–Pamona, Southern, Badaic, Bada",bhz,"10,000 ",Sulawesi,Unknown,Unknown
Badaga,,,258.0,bada1257,https://en.wikipedia.org/wiki/Badaga_language,"Dravidian, South Dravidian, South Dravidian I, Tamil–, Kannada, Badaga–Kannada, Badaga","Dravidian, South Dravidian, South Dravidian I, Tamil–, Kannada, Badaga–Kannada, Badaga",bfq,"134,000 ","The Nilgiris, Tamil Nadu",Unknown,Unknown
Badyara,,,1664.0,bady1239,https://en.wikipedia.org/wiki/Badiaranke_language,"Niger–Congo,Atlantic–Congo, Atlantic, Northern, Eastern Senegal-Guinea, Tenda, Badyara","Niger–Congo,Atlantic–Congo, Atlantic, Northern, Eastern Senegal-Guinea, Tenda, Badyara",pbp,"20,510 ",,Unknown,Unknown
Baga,,,1008.0,temn1245title  adds Temne & Landoma,https://en.wikipedia.org/wiki/Baga_language,"Niger–Congo,Atlantic–Congo, Mel, Temne, Baga languages, Baga","Niger–Congo,Atlantic–Congo, Mel, Temne, Baga languages, Baga",Variously:titlebgotitle – Kogatitlebsptitle – Sitemutitlebmdtitle – Mandarititlebqftitle – Kaloum (spurious)titlebsvtitle – Sobané (spurious),"Koga: No dataSitemu: 40,000 ",,Unknown,Unknown
Bagupi,,,1030.0,bagu1252,https://en.wikipedia.org/wiki/Bagupi_language,"Trans–New Guinea, Madang, Croisilles, linkage, Mabuso, Hanseman, Bagupi","Trans–New Guinea, Madang, Croisilles, linkage, Mabuso, Hanseman, Bagupi",bpi,50 ,Madang Province,Unknown,Unknown
Bagvalal,,,600.0,bagv1239,https://en.wikipedia.org/wiki/Bagvalal_language,"Northeast Caucasian, Avar–Andic, Andic, Akhvakh–Tindi, Karata–Tindi, Botlikh–Tindi, Bagvalal–Tindi, Bagvalal","Northeast Caucasian, Avar–Andic, Andic, Akhvakh–Tindi, Karata–Tindi, Botlikh–Tindi, Bagvalal–Tindi, Bagvalal",kva,"1,500 ",Southwestern Dagestan[1],Unknown,Unknown
Bahonsuai,,,1322.0,baho1237,https://en.wikipedia.org/wiki/Bahonsuai_language,"Austronesian, Malayo-Polynesian, Celebic, Bungku–Tolaki, Bahonsuai","Austronesian, Malayo-Polynesian, Celebic, Bungku–Tolaki, Bahonsuai",bsu,Uknown,Sulawesi,Unknown,Unknown
Bai,,,936.0,baic1239,https://en.wikipedia.org/wiki/Laemae_language,"Sino-Tibetan, Sinitic,, Macro-Bai,Bai","Sino-Tibetan, Sinitic,, Macro-Bai,Bai","Variously:titlebcatitle – Central Bai, Jianchuan dialecttitlebfstitle – Southern Bai, titleDalititle dialecttitlebfctitle – Panyi Baititlelaytitle – titleLama Bai",1.3 million ,,Unknown,Unknown
Baima,,,1023.0,baim1244,https://en.wikipedia.org/wiki/Baima_language,"Sino-Tibetan, Tibetic, \xa, Qiangic, \xa, Baima","Sino-Tibetan, Tibetic, \xa, Qiangic, \xa, Baima",bqh,"10,000 ",Sichuan and Gansu,Unknown,Unknown
Baiso,,,403.0,bais1246,https://en.wikipedia.org/wiki/Bayso_language,"Afro-Asiatic, Cushitic, Lowland East, Omo-Tana, East, Baiso","Afro-Asiatic, Cushitic, Lowland East, Omo-Tana, East, Baiso",bsw,"4,600 ",in region of Lake Abaya,Unknown,Unknown
Bakairí,,,1489.0,baka1277,https://en.wikipedia.org/wiki/Bakairi_language,"Cariban, Pekodian, Bakairí","Cariban, Pekodian, Bakairí",bkq,Uknown,Mato Grosso,Unknown,Unknown
Bakpinka,,,1243.0,bakp1238,https://en.wikipedia.org/wiki/Bakpinka_language,"Niger–Congo,Atlantic–Congo, Benue–Congo, Cross River, Upper Cross, Agoi, Bakpinka","Niger–Congo,Atlantic–Congo, Benue–Congo, Cross River, Upper Cross, Agoi, Bakpinka",bbs,"4,000 ",Cross River State,Unknown,Unknown
Balaesang,,,314.0,bala1314,https://en.wikipedia.org/wiki/Baleasang_language,"Austronesian, Malayo-Polynesian, Celebic, Tomini–Tolitoli, \xa, Tomini, Balaesang","Austronesian, Malayo-Polynesian, Celebic, Tomini–Tolitoli, \xa, Tomini, Balaesang",bls,"3,200 ",,Unknown,Unknown
Baldemu,,,1728.0,bald1241,https://en.wikipedia.org/wiki/Baldemu_language,"Afro-Asiatic, Chadic, Biu–Mandara, North, Maroua, , Baldemu","Afro-Asiatic, Chadic, Biu–Mandara, North, Maroua, , Baldemu",bdn,4 ,Far North Province,Unknown,Unknown
Bambassi,,,351.0,bamb1262,https://en.wikipedia.org/wiki/Bambassi_language,"Afro-Asiatic, Omotic, Mao, Bambassi","Afro-Asiatic, Omotic, Mao, Bambassi",myf,"2,300 ","in Benishangul-Gumuz Region, east of Asosa",Unknown,Unknown
Banat Bulgarian,,,1646.0,bana1308,https://en.wikipedia.org/wiki/Banat_Bulgarian_language,"Indo-European, Balto-Slavic, Slavic, South Slavic, Eastern South Slavic, Bulgarian, Eastern Bulgarian, Rup, Paulician, Banat Bulgarian","Indo-European, Balto-Slavic, Slavic, South Slavic, Eastern South Slavic, Bulgarian, Eastern Bulgarian, Rup, Paulician, Banat Bulgarian",–,Uknown,,Unknown,Unknown
Bandial,,,115.0,,https://en.wikipedia.org/wiki/Bandial,Uknown,Uknown,Not provided,Uknown,Ziguinchor Region,Unknown,Unknown
Bangani,,,1622.0,bang1335,https://en.wikipedia.org/wiki/Bangani,"Indo-European, Indo-Iranian, Indo-Aryan, Northern, Bangani","Indo-European, Indo-Iranian, Indo-Aryan, Northern, Bangani",–,Uknown,Garhwal,Unknown,Unknown
Bangni-Tagin,,,1637.0,"tagi1241title  Tagintitlenaaa1245title  Natitlebang1338title  Bangni, docked to retired code",https://en.wikipedia.org/wiki/Tagin_language,"Sino-Tibetan, Tani, Western Tani, Subansiri, Bangni-Tagin","Sino-Tibetan, Tani, Western Tani, Subansiri, Bangni-Tagin",Variously:titletgjtitle – Tagintitlenbttitle – Natitlenjztitle – Nyishi (partial: Bangni dialect),"62,897 ",Arunachal Pradesh ,Unknown,Unknown
Baniwa,,,599.0,,https://en.wikipedia.org/wiki/Baniwa,Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
"Baniwa#:~:text=Baniwa%20(also%20known%20with%20local,Maipurean%20(Arawak)%20language%20family.",,,301.0,,"https://en.wikipedia.org/wiki/Baniwa#:~:text=Baniwa%20(also%20known%20with%20local,Maipurean%20(Arawak)%20language%20family.",Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
Bantawa,,,924.0,bant1280,https://en.wikipedia.org/wiki/Bantawa_language,"Sino-Tibetan, Tibeto-Burman, Mahakiranti,  Kiranti, Central, Southern, Bantawa","Sino-Tibetan, Tibeto-Burman, Mahakiranti,  Kiranti, Central, Southern, Bantawa",baptitle – inclusive codetitleIndividual code:titlewlytitle – Waling,"170,000 ","Nepal, and Sikkim, Darjeeling, Kalimpong in India","
   Nepal Province No.  (additional)
 India Sikkim (additional)
",Unknown
Banyjima,,,742.0,pany1241,https://en.wikipedia.org/wiki/Panyjima_language,"Pama–Nyungan, Ngayarda, Banyjima","Pama–Nyungan, Ngayarda, Banyjima",pnw,140 ,Pilbara region of Western Australia,Unknown,Unknown
Banyun,,,846.0,bain1264,https://en.wikipedia.org/wiki/Banyun_language,"Niger–Congo,Atlantic–Congo, Atlantic, Senegambian, Wolof–Nyun, Nyun-Buy, Banyun","Niger–Congo,Atlantic–Congo, Atlantic, Senegambian, Wolof–Nyun, Nyun-Buy, Banyun",Variously:titlebcztitle – Bainouk-Gunyaamolotitlebabtitle – Bainouk-Gunyuñotitlebcbtitle – Bainouk-Samik (duplicate code),"38,000 ",,Unknown,Unknown
Bar%C3%AD_people,,,1644.0,,https://en.wikipedia.org/wiki/Bar%C3%AD_people,Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
Baram,,,127.0,bara1357,https://en.wikipedia.org/wiki/Bar%C4%81m_language,"Sino-Tibetan, Tibeto-Burman, Newaric, Baram–Thangmi, Baram","Sino-Tibetan, Tibeto-Burman, Newaric, Baram–Thangmi, Baram",brd,160 ,Nepal,Unknown,Unknown
Barasano,,,404.0,bara1380,https://en.wikipedia.org/wiki/Barasana_language,"Tucanoan, Eastern Tucanoan, South, Barasana–Macuna, Barasano","Tucanoan, Eastern Tucanoan, South, Barasana–Macuna, Barasano",bsn,Uknown,,Unknown,Unknown
Barawana,,,1307.0,bare1276title  Barétitleguin1258title  Guinautitlemara1409title  Maragua,https://en.wikipedia.org/wiki/Bar%C3%A9_language,"Arawakan, Northern, Upper Amazon, Central (Orinoco), Barawana","Arawakan, Northern, Upper Amazon, Central (Orinoco), Barawana",bae,240 ,,Unknown,Unknown
Barbareño,,,1190.0,barb1263title  Barbarenotitleines1240title  Ineseno,https://en.wikipedia.org/wiki/Barbare%C3%B1o_language,"Chumashan, Southern, Central, Barbareño","Chumashan, Southern, Central, Barbareño",Either:titleboititle – Barbareñotitleinztitle – Ineseño,Uknown,"Santa Barbara, Santa Ynez",Unknown,Unknown
Bartangi,,,270.0,bart1238,https://en.wikipedia.org/wiki/Bartangi_language,"Indo-European, Indo-Iranian, Iranian, Eastern, Shugni–Yazgulami, ShughUknowni, Bartangi","Indo-European, Indo-Iranian, Iranian, Eastern, Shugni–Yazgulami, ShughUknowni, Bartangi",(included in titleShughnititle [sgh]),Uknown,,Unknown,Unknown
Barzani Jewish Neo-Aramaic,,,865.0,barz1241,https://en.wikipedia.org/wiki/Barzani_Jewish_Neo-Aramaic,"Afro-Asiatic, Semitic, Central Semitic, Aramaic, Eastern Aramaic, Northeastern, Barzani Jewish Neo-Aramaic","Afro-Asiatic, Semitic, Central Semitic, Aramaic, Eastern Aramaic, Northeastern, Barzani Jewish Neo-Aramaic",bjf,20 ,"Jerusalem, originally from Bijil in Iraq",Unknown,Unknown
Basay,,,1345.0,basa1287,https://en.wikipedia.org/wiki/Basay_language,"Austronesian, East Formosan, Kavalanic, Basay","Austronesian, East Formosan, Kavalanic, Basay",byq,Uknown,,Unknown,Unknown
Bashkardi,,,341.0,bash1263title  Bashkardi,https://en.wikipedia.org/wiki/Bashkardi_language,"Indo-European, Indo-Iranian, Iranian, Western Iranian, Southwestern, Bashkardi","Indo-European, Indo-Iranian, Iranian, Western Iranian, Southwestern, Bashkardi",bsgtitle  (for all Bashkardi),"7,000 all Bashkardi ",,Unknown,Unknown
Bashkir,,,1777.0,bash1264,https://en.wikipedia.org/wiki/Bashkir_language,"Turkic, Common Turkic, Kipchak, Kipchak–Bulgar, Bashkir","Turkic, Common Turkic, Kipchak, Kipchak–Bulgar, Bashkir",bak,1.2 million ,"Volga, Ural region", Bashkortostan (Russia),Unknown
Basque,,,367.0,basq1248,https://en.wikipedia.org/wiki/Basque_language,Language isolate,Language isolate,eus,"750,000 ",Basque Country,"Spain
Basque Autonomous Community
Navarre (co-official in the Basque-speaking area of Navarre)
","France
Pyrénées-Atlantiques, Nouvelle-Aquitaine
"
Bat,,,1675.0,,https://en.wikipedia.org/wiki/Bat,Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
Batak,,,967.0,,https://en.wikipedia.org/wiki/Batak,Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
Bateri,,,1036.0,bate1261,https://en.wikipedia.org/wiki/Bateri_language,"Indo-European, Indo-Iranian, Indo-Aryan, Dardic, Kohistani, Bateri","Indo-European, Indo-Iranian, Indo-Aryan, Dardic, Kohistani, Bateri",btv,"29,000 ","Kohistan, Jammu and Kashmir",Unknown,Unknown
Bathari,,,1298.0,bath1244,https://en.wikipedia.org/wiki/Ba%E1%B9%AD%E1%B8%A5ari_language,"Afro-Asiatic, Semitic, West Semitic, South Semitic, Modern South Arabian, Bathari","Afro-Asiatic, Semitic, West Semitic, South Semitic, Modern South Arabian, Bathari",bhm,16 ,Dhofar Province,Unknown,Unknown
Bauni,,,1501.0,wara1302,https://en.wikipedia.org/wiki/Bauni_language,"Skou, Piore River, Warapu, Bauni","Skou, Piore River, Warapu, Bauni",bpe,300 ,"Sandaun Province, Papua New Guinea",Unknown,Unknown
Bauré,,,963.0,baur1253,https://en.wikipedia.org/wiki/Baure_language,"Arawakan, Southern, Bolivia–Parana, Moxos, Bauré","Arawakan, Southern, Bolivia–Parana, Moxos, Bauré",brg,20 ,Beni Department, Bolivia,Unknown
Bawm,,,244.0,bawm1236,https://en.wikipedia.org/wiki/Bawm_language,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  Kuki-Chin-Naga, Kuki-Chin, Central, Bawm","Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  Kuki-Chin-Naga, Kuki-Chin, Central, Bawm",bgr,"ca. 16,000 ",Rangamati and Bandarban,Unknown,Unknown
Bayot,,,1742.0,bayo1262,https://en.wikipedia.org/wiki/Bayot_language,"Niger–Congo,Atlantic–Congo, Senegambian, Bak–Bijago, Bak proper, Jola–Papel, Jola,  (or isolate), Bayot","Niger–Congo,Atlantic–Congo, Senegambian, Bak–Bijago, Bak proper, Jola–Papel, Jola,  (or isolate), Bayot",bda,"33,000 ","Ziguinchor, Cacheu",Unknown,Unknown
Beaver,,,145.0,,https://en.wikipedia.org/wiki/Beaver,Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
Bedoanas,,,461.0,bedo1237,https://en.wikipedia.org/wiki/Bedoanas_language,"Austronesian, Malayo-Polynesian, Central–Eastern Malayo-Polynesian, Kei–Tanimbar, Bedoanas–Erokwanas, Bedoanas","Austronesian, Malayo-Polynesian, Central–Eastern Malayo-Polynesian, Kei–Tanimbar, Bedoanas–Erokwanas, Bedoanas",bed,180 ,N. coast Bomberai Peninsula,Unknown,Unknown
Beeke,,,427.0,beek1238,https://en.wikipedia.org/wiki/Beeke_language,"Niger–Congo,Atlantic–Congo, Benue–Congo, Bantoid, Bantu,  (, Zone D., ), Boan,(traditionallyNyali, ), Bali, –Beeke, Beeke","Niger–Congo,Atlantic–Congo, Benue–Congo, Bantoid, Bantu,  (, Zone D., ), Boan,(traditionallyNyali, ), Bali, –Beeke, Beeke",bkf,Uknown,,Unknown,Unknown
Beezen,,,451.0,beez1238title  Beezentitlebaaz1234title  Baazem,https://en.wikipedia.org/wiki/Beezen_language,"Niger–Congo,Atlantic–Congo, Benue–Congo, Plateau, Yukubenic, Akum–Beezen, Beezen","Niger–Congo,Atlantic–Congo, Benue–Congo, Plateau, Yukubenic, Akum–Beezen, Beezen",bnz,450 ,Taraba State,Unknown,Unknown
Beigo,,,395.0,bayg1239,https://en.wikipedia.org/wiki/Beigo_language,"Nilo-Saharan,Eastern Sudanic,Kir–Abbaian,Daju, Western, Beigo","Nilo-Saharan,Eastern Sudanic,Kir–Abbaian,Daju, Western, Beigo",byg,Uknown,Darfur,Unknown,Unknown
Belarusian,,,613.0,bela1254,https://en.wikipedia.org/wiki/Belarusian_language,"Indo-European, Balto-Slavic, Slavic, East Slavic, Belarusian","Indo-European, Balto-Slavic, Slavic, East Slavic, Belarusian",bel,5.1 million[1] ,," Belarus Poland (in Gmina Orla, Gmina Narewka, Gmina Czyże, Gmina Hajnówka and the town of  Hajnówka)
Union State
Collective Security Treaty Organization
", Czech Republic Ukraine
Beli,,,1067.0,beli1258,https://en.wikipedia.org/wiki/Beli_language,"Torricelli, Maimai, Beli","Torricelli, Maimai, Beli",bey,"2,200 ",Sandaun Province,Unknown,Unknown
Benggoi,,,1274.0,beng1287,https://en.wikipedia.org/wiki/Benggoi_language,"Austronesian, Malayo-Polynesian, Central–Eastern, Central Maluku, East Central Maluku, East Seram, Manusela–Seti, Benggoi","Austronesian, Malayo-Polynesian, Central–Eastern, Central Maluku, East Central Maluku, East Seram, Manusela–Seti, Benggoi",bgy,Uknown,Seram,Unknown,Unknown
Bepour,,,1176.0,bepo1240,https://en.wikipedia.org/wiki/Bepour_language,"Trans–New Guinea,Madang, Croisilles, NW Adelbert Range, Kumil, Bepour","Trans–New Guinea,Madang, Croisilles, NW Adelbert Range, Kumil, Bepour",bie,50 ,Madang Province,Unknown,Unknown
Beraku,,,1741.0,bera1261,https://en.wikipedia.org/wiki/Beraku_language,"Nilo-Saharan,Central Sudanic, Bongo–Bagirmi, Bagirmi, Beraku","Nilo-Saharan,Central Sudanic, Bongo–Bagirmi, Bagirmi, Beraku",bxv,Uknown,,Unknown,Unknown
Besoa,,,12.0,,https://en.wikipedia.org/wiki/Besoa,Uknown,Uknown,Not provided,Uknown,Haute Matsiatra,Unknown,Unknown
Bezhta,,,151.0,bezh1248,https://en.wikipedia.org/wiki/Bezhta_language,"Northeast Caucasian, Tsezic, Bezhta–Hunzib–Khwarshi, Bezhta","Northeast Caucasian, Tsezic, Bezhta–Hunzib–Khwarshi, Bezhta",kap,"6,800 ",Southern Dagestan,Unknown,Unknown
Bhadarwahi,,,1705.0,bhad1241,https://en.wikipedia.org/wiki/Bhadravahi_language,"Indo-European, Indo-Iranian, Indo-Aryan, Northern, Western Pahari, Bhadarwahi","Indo-European, Indo-Iranian, Indo-Aryan, Northern, Western Pahari, Bhadarwahi",bhd,"120,000 ","Bhaderwah, Doda district",Unknown,Unknown
Bhadra_(2005_film),,,498.0,,https://en.wikipedia.org/wiki/Bhadra_(2005_film),Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
Bhumij,,,923.0,bhum1234title  Bhumij,https://en.wikipedia.org/wiki/Bhumij_language,"Austroasiatic, Munda, North Munda, Kherwarian, Mundaric, Bhumij","Austroasiatic, Munda, North Munda, Kherwarian, Mundaric, Bhumij",–,"27,506 ",," India
Jharkhand (additional)
",Unknown
Biak,,,1784.0,,https://en.wikipedia.org/wiki/Biak,Uknown,Uknown,Not provided,Uknown,,Unknown,Unknown
Biate,,,467.0,biet1238title  Biete,https://en.wikipedia.org/wiki/Biate_language,"Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  Kuki-Chin-Naga, Kuki-Chin, Central, Biate","Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman,  Kuki-Chin-Naga, Kuki-Chin, Central, Biate",biu,Uknown,India,Unknown,Unknown
